"player","athlete_id_1","game_id","n_opportunities","n_opportunity_makes"
"Al Horford",3213,400827888,2,1
"Al Horford",3213,400827906,3,1
"Al Horford",3213,400827913,3,2
"Al Horford",3213,400827926,1,0
"Al Horford",3213,400827942,2,1
"Al Horford",3213,400827949,2,2
"Al Horford",3213,400827968,0,0
"Al Horford",3213,400827973,0,0
"Al Horford",3213,400827988,0,0
"Al Horford",3213,400828004,4,2
"Al Horford",3213,400828016,2,1
"Al Horford",3213,400828035,1,1
"Al Horford",3213,400828046,2,1
"Al Horford",3213,400828056,2,1
"Al Horford",3213,400828078,0,0
"Al Horford",3213,400828097,0,0
"Al Horford",3213,400828109,0,0
"Al Horford",3213,400828120,0,0
"Al Horford",3213,400828129,0,0
"Al Horford",3213,400828143,1,0
"Al Horford",3213,400828159,0,0
"Al Horford",3213,400828173,1,0
"Al Horford",3213,400828215,1,0
"Al Horford",3213,400828218,0,0
"Al Horford",3213,400828234,0,0
"Al Horford",3213,400828247,0,0
"Al Horford",3213,400828263,2,0
"Al Horford",3213,400828276,0,0
"Al Horford",3213,400828294,0,0
"Al Horford",3213,400828300,0,0
"Al Horford",3213,400828316,1,0
"Al Horford",3213,400828329,3,2
"Al Horford",3213,400828346,0,0
"Al Horford",3213,400828357,2,1
"Al Horford",3213,400828408,0,0
"Al Horford",3213,400828423,4,3
"Al Horford",3213,400828438,7,6
"Al Horford",3213,400828464,0,0
"Al Horford",3213,400828486,0,0
"Al Horford",3213,400828489,0,0
"Al Horford",3213,400828507,2,2
"Al Horford",3213,400828526,0,0
"Al Horford",3213,400828530,0,0
"Al Horford",3213,400828547,0,0
"Al Horford",3213,400828559,2,1
"Al Horford",3213,400828574,2,1
"Al Horford",3213,400828579,0,0
"Al Horford",3213,400828602,0,0
"Al Horford",3213,400828610,1,0
"Al Horford",3213,400828623,0,NA
"Al Horford",3213,400828637,0,0
"Al Horford",3213,400828658,1,0
"Al Horford",3213,400828667,2,0
"Al Horford",3213,400828683,2,1
"Al Horford",3213,400828695,1,0
"Al Horford",3213,400828706,0,0
"Al Horford",3213,400828723,3,2
"Al Horford",3213,400828752,1,0
"Al Horford",3213,400828765,0,0
"Al Horford",3213,400828782,2,0
"Al Horford",3213,400828808,0,0
"Al Horford",3213,400828816,0,0
"Al Horford",3213,400828834,1,0
"Al Horford",3213,400828846,3,2
"Al Horford",3213,400828861,4,3
"Al Horford",3213,400828871,2,1
"Al Horford",3213,400828894,3,1
"Al Horford",3213,400828902,1,1
"Al Horford",3213,400828916,1,0
"Al Horford",3213,400828935,1,0
"Al Horford",3213,400828943,1,0
"Al Horford",3213,400828963,2,1
"Al Horford",3213,400828972,0,0
"Al Horford",3213,400828986,1,0
"Al Horford",3213,400829000,0,0
"Al Horford",3213,400829018,0,0
"Al Horford",3213,400829044,0,0
"Al Horford",3213,400829060,0,0
"Al Horford",3213,400829075,1,0
"Al Horford",3213,400829090,3,1
"Al Horford",3213,400829108,2,1
"Al Horford",3213,400829482,0,NA
"Andre Drummond",6585,400827888,0,0
"Andre Drummond",6585,400827894,1,0
"Andre Drummond",6585,400827912,1,0
"Andre Drummond",6585,400827941,5,3
"Andre Drummond",6585,400827969,0,0
"Andre Drummond",6585,400827985,4,2
"Andre Drummond",6585,400827991,0,0
"Andre Drummond",6585,400828009,2,1
"Andre Drummond",6585,400828025,1,0
"Andre Drummond",6585,400828038,2,1
"Andre Drummond",6585,400828047,2,1
"Andre Drummond",6585,400828068,2,2
"Andre Drummond",6585,400828079,0,0
"Andre Drummond",6585,400828092,1,0
"Andre Drummond",6585,400828105,1,0
"Andre Drummond",6585,400828121,0,0
"Andre Drummond",6585,400828135,0,0
"Andre Drummond",6585,400828141,2,1
"Andre Drummond",6585,400828157,1,1
"Andre Drummond",6585,400828172,1,0
"Andre Drummond",6585,400828188,2,2
"Andre Drummond",6585,400828191,0,0
"Andre Drummond",6585,400828209,2,1
"Andre Drummond",6585,400828222,2,1
"Andre Drummond",6585,400828233,0,0
"Andre Drummond",6585,400828246,0,0
"Andre Drummond",6585,400828261,1,0
"Andre Drummond",6585,400828278,2,1
"Andre Drummond",6585,400828307,0,0
"Andre Drummond",6585,400828316,4,4
"Andre Drummond",6585,400828333,2,1
"Andre Drummond",6585,400828356,1,0
"Andre Drummond",6585,400828373,4,4
"Andre Drummond",6585,400828385,0,0
"Andre Drummond",6585,400828401,3,2
"Andre Drummond",6585,400828415,1,0
"Andre Drummond",6585,400828440,5,3
"Andre Drummond",6585,400828457,0,0
"Andre Drummond",6585,400828476,0,0
"Andre Drummond",6585,400828492,0,0
"Andre Drummond",6585,400828506,0,0
"Andre Drummond",6585,400828522,0,0
"Andre Drummond",6585,400828528,0,0
"Andre Drummond",6585,400828548,0,0
"Andre Drummond",6585,400828560,0,0
"Andre Drummond",6585,400828573,4,3
"Andre Drummond",6585,400828586,2,0
"Andre Drummond",6585,400828595,0,0
"Andre Drummond",6585,400828609,2,2
"Andre Drummond",6585,400828624,0,0
"Andre Drummond",6585,400828633,0,0
"Andre Drummond",6585,400828649,0,0
"Andre Drummond",6585,400828666,0,0
"Andre Drummond",6585,400828681,0,0
"Andre Drummond",6585,400828693,1,0
"Andre Drummond",6585,400828710,4,2
"Andre Drummond",6585,400828720,0,0
"Andre Drummond",6585,400828734,0,0
"Andre Drummond",6585,400828760,0,0
"Andre Drummond",6585,400828766,4,3
"Andre Drummond",6585,400828792,0,0
"Andre Drummond",6585,400828810,1,0
"Andre Drummond",6585,400828821,2,1
"Andre Drummond",6585,400828841,3,1
"Andre Drummond",6585,400828850,0,NA
"Andre Drummond",6585,400828863,1,0
"Andre Drummond",6585,400828876,0,0
"Andre Drummond",6585,400828894,0,0
"Andre Drummond",6585,400828909,4,3
"Andre Drummond",6585,400828917,2,0
"Andre Drummond",6585,400828934,2,1
"Andre Drummond",6585,400828945,9,9
"Andre Drummond",6585,400828961,2,0
