"","game_id","player","obs_beta","null_mean","null_sd","p_value"
"1",400827977,"Kawhi Leonard",-5.1329054933928e-16,-4.78095215213336,18.4294073816864,0.38871473354232
"2",400827977,"Kemba Walker",18.4674562318141,-1.88643521913426,20.5884541706051,0.104104104104104
"3",400827977,"LaMarcus Aldridge",-18.8537505823152,-8.51808401452074,11.550740592676,0.655692729766804
"4",400828499,"Kawhi Leonard",-39.1321370296388,-15.268110526899,17.2577067193543,0.926121372031662
"5",400828499,"LaMarcus Aldridge",-1.92601407050837e-08,-5.95269682168434,9.60253857048321,0.565874730021598
"6",400828507,"Al Horford",-2.1136663024625e-09,-7.37225262022105,19.9862042514303,0.422028353326063
"7",400828507,"Nikola Vucevic",-17.5660684863597,-13.4539486756132,12.3869683701041,0.857868020304569
"8",400828813,"Andrew Wiggins",17.8729213269891,-2.5130315058073,21.4912539277754,0.3420523138833
"9",400828813,"Karl-Anthony Towns",17.6497777815603,0.475470698052257,13.2381100693009,0.173
"10",400828813,"Zach LaVine",-4.85646005598622e-09,-1.8942971616073,11.6646797929997,0.526579739217653
"11",400899512,"Harrison Barnes",-22.3578279909197,-3.93162659335946,11.8431109732417,0.997967479674797
"12",400899670,"Blake Griffin",-18.5660685098645,-15.1430839819,10.4747203941859,0.938095238095238
"13",400899742,"Marcus Morris",0.693147180559945,-8.89903723883555,14.0122584070982,0.18125
"14",400899742,"Nikola Vucevic",0.405465108108164,-8.65343887838221,19.7963449501305,0.297846889952153
"15",400899742,"Serge Ibaka",-49.1321382848743,-4.19255574223403,16.3872411258891,0.997
"16",400900019,"CJ McCollum",18.1606033995036,-4.55810872896608,15.7721658691009,0.0901234567901235
"17",400900019,"Damian Lillard",16.872921305819,-4.86933099118743,14.760952077136,0.213768115942029
"18",400900019,"Nikola Vucevic",16.4674561994007,-0.74160008112721,19.7805413737657,0.31
"19",400900019,"Serge Ibaka",-18.9715336179719,-11.288509029802,18.8035720230479,0.6
"20",400900284,"Damian Lillard",-0.405465108108164,-6.95690838668398,14.5180258373951,0.328162291169451
"21",400900284,"DeMar DeRozan",-19.6646807985324,-1.91413062268101,15.5472800173461,0.830699774266366
"22",400900284,"Serge Ibaka",-1.09861228866811,-9.0692318895037,13.4290648645454,0.395465994962217
"23",400900555,"Paul Millsap",-0.287682072451781,-8.19990132307232,19.9965353762402,0.333769633507853
"24",400974443,"Giannis Antetokounmpo",-3.25809653802148,3.23962491396104,10.4332422336997,0.935
"25",400974443,"LeBron James",18.2592156693222,-0.423644007408651,14.9564924695109,0.0704663212435233
"26",400974904,"DeMar DeRozan",-18.0064527219253,-8.94524775545473,17.5360379462075,0.481575603557814
"27",400974904,"Kyle Lowry",18.5660685107105,-4.83136211263598,15.542493163101,0.0368271954674221
"28",400975152,"Andrew Wiggins",-14.9566305100307,-11.7270834329219,12.7131273968971,0.134259259259259
"29",400975152,"Jimmy Butler",-17.0552428625938,-1.73932779194325,17.2719891618894,0.840909090909091
"30",400975152,"Joel Embiid",-18.4823592182308,-7.06140463701471,14.9738927193867,0.747599451303155
"31",400975306,"DeMar DeRozan",-15.8729212419084,-4.19622064683049,15.8151780193501,0.587428571428571
"32",400975354,"Damian Lillard",16.6201583631897,-1.77355937711642,20.4055225218159,0.306577480490524
"33",400975354,"Eric Gordon",-17.5660684863565,-6.52827540779761,14.293226436627,0.522491349480969
"34",400975386,"Bradley Beal",-16.9566305974407,-9.90862097883637,18.3778551923609,0.763157894736842
"35",400975386,"Eric Bledsoe",-17.5660684863588,-10.1077842222252,15.7002926214449,0.453964194373402
"36",400975386,"Giannis Antetokounmpo",1.55768586105489e-12,-7.16243702201874,13.0697036365561,0.360683760683761
"37",400975386,"Khris Middleton",-17.8537505588102,-5.59099086481869,15.3424123485705,0.491467576791809
"38",400975489,"Kyrie Irving",17.62015836203,3.33312558633141,20.055774519498,0.357575757575758
"39",400975489,"Nikola Jokic",-17.2783864139059,-12.4718760192218,13.8680416053426,0.324483775811209
"40",400975692,"Harrison Barnes",-17.56606848636,-13.1623784363146,12.4218410269856,0.705382436260623
"41",400975692,"Jrue Holiday",15.7743090145487,2.13388793856824,20.474380209032,0.596562184024267
"42",400975750,"Goran Dragic",-2.1236071235998e-14,-2.97889972725355,15.9093945707763,0.388888888888889
"43",400975750,"Jusuf Nurkic",-19.9523628709846,-0.184413278771511,8.65961182198721,0.972782258064516
"44",400975788,"Karl-Anthony Towns",19.5660685112012,-5.39007268632445,14.3804083342126,0.114754098360656
"45",400975788,"LaMarcus Aldridge",0.405465108108164,2.22767741992347,13.1405172259381,0.364729458917836
"46",400975867,"Donovan Mitchell",-16.620158360817,-10.8838930763238,12.1656072903906,0.573200992555831
"47",400975880,"Harrison Barnes",-17.5660684863575,-9.96509177527428,14.8673736217259,0.805513016845329
"48",401070732,"Jamal Murray",7.62666615582904e-09,-10.8925062550112,16.7401231008673,0.177931034482759
"49",401070732,"Nikola Jokic",-21.1755064309429,-3.52419660896744,20.3850090348841,0.6921875
"50",401070805,"Andrew Wiggins",0.28768207245178,-8.77223517858128,13.6471937293572,0.243739565943239
"51",401070805,"Karl-Anthony Towns",-18.16060340176,-15.9198513765015,15.3411229765641,0.837060702875399
"52",401070805,"Kevin Durant",15.4674561334308,-3.78357661157767,20.2739175722589,0.401859504132231
"53",401070805,"Klay Thompson",-18.2592156668966,-7.95461839500886,13.6117286032262,0.644526445264453
"54",401070952,"Bradley Beal",-17.5660684863601,-11.0656278037385,13.4722936268915,0.58273381294964
"55",401070997,"Kawhi Leonard",18.9715336195663,-4.14479665402917,14.8267191393619,0.0252525252525253
"56",401070997,"Kevin Durant",17.5660684876383,1.10285220393425,14.0409535883598,0.0541624874623872
"57",401070997,"Klay Thompson",37.1321370314194,-9.59104141799841,18.7396077746938,0.0224403927068724
"58",401071061,"Nikola Jokic",18.3429249609132,-4.97499353825,14.734125741762,0.0971223021582734
"59",401071154,"Giannis Antetokounmpo",-0.223143551312502,-2.31845984238899,15.5861922581281,0.365236523652365
"60",401071154,"Khris Middleton",-16.342924871604,-9.22715240843048,13.3037078268767,0.77037037037037
"61",401071154,"Kyrie Irving",-16.8729213058036,-9.84060136781414,13.5038626807178,0.952038369304556
"62",401071192,"CJ McCollum",-15.3133054539729,-11.2260888022525,13.7455071630148,0.519662921348315
"63",401071192,"Stephen Curry",-17.0552428626124,-8.74887737057677,12.0790346273579,0.539456662354463
"64",401071241,"Klay Thompson",16.4674561983938,-4.58252480795883,19.5741301470251,0.257655755015839
"65",401071241,"Stephen Curry",14.7743089558393,-0.0982443015700979,17.5413902317588,0.403508771929825
"66",401071724,"Donovan Mitchell",18.5660685075975,-5.82734433618785,15.8650638176388,0.0507131537242472
"67",401071779,"D'Angelo Russell",-18.4674562298406,-6.87820853912008,9.48850179624203,0.952481520591341
"68",401071779,"Damian Lillard",-15.5544675107861,-10.9181534001611,11.3199268061046,0.222846441947566
"69",401071852,"Kevin Durant",-20.5660685389486,-17.9519842604736,26.1476216100058,0.535616438356164
"70",401160950,"Devin Booker",-4.8852401797598e-12,-3.04649972448303,15.4154291254901,0.572192513368984
"71",401160950,"Evan Fournier",20.2592156917332,-8.01486990470748,20.3968218227957,0.00647948164146868
"72",401160950,"Terrence Ross",-18.2592156669213,-11.3259508114464,17.0057123854913,0.859070464767616
"73",401161199,"Evan Fournier",-20.2592156990688,-5.25189200979878,14.2145424203838,0.68082788671024
"74",401161199,"Nikola Vucevic",-18.9523628474792,-0.0751150276998589,14.9507739882803,0.856415478615071
"75",401161553,"Brandon Ingram",18.278386439762,-5.28566510781294,16.7493779848197,0.0861865407319953
"76",401161553,"Jrue Holiday",-18.1606034017563,1.83795337667304,20.0066428542514,0.688679245283019
"77",401267240,"Julius Randle",-18.25921566692,-11.7539710795728,12.4882916785402,0.925925925925926
"78",401267240,"Malcolm Brogdon",0.693147180559743,-2.5463552751727,17.0490852030612,0.339679358717435
"79",401267240,"RJ Barrett",-39.1321370322764,-4.5881739238286,19.9760436338836,0.962091503267974
"80",401267282,"Anthony Edwards",-35.1321369731504,-8.19100050981177,15.1402067401836,1
"81",401267282,"Damian Lillard",-2.19722457733028,0.409831201012355,15.3468976282699,0.70896273917422
"82",401267452,"Buddy Hield",-0.693147180559948,-6.40557506581112,18.3368146198574,0.449367088607595
"83",401267452,"De'Aaron Fox",-18.9715336179752,-3.9896580464025,16.9133160534506,0.735961768219833
"84",401267452,"Pascal Siakam",17.9782818434366,-2.25767747589335,14.1304680868526,0.168085106382979
"85",401267559,"Brandon Ingram",19.0768941359344,-7.82550906993928,12.4352365383884,0.044811320754717
"86",401267559,"Luka Doncic",16.5660684210907,-1.82816092876814,13.4419951800709,0.215291750503018
