"","player","athlete_id_1","game_id","n_opportunities","n_opportunity_makes","season_end","total_shots","total_makes","opp_pct","other_attempts","other_makes","other_pct","diff"
"6145","Kristaps Porzingis",3102531,400899375,1,0,2017,13,5,0,12,5,0.416666666666667,-0.416666666666667
"6146","Kristaps Porzingis",3102531,400899394,1,0,2017,15,7,0,14,7,0.5,-0.5
"6147","Kristaps Porzingis",3102531,400899438,1,0,2017,10,6,0,9,6,0.666666666666667,-0.666666666666667
"6148","Kristaps Porzingis",3102531,400899478,2,1,2017,11,7,0.5,9,6,0.666666666666667,-0.166666666666667
"6149","Kristaps Porzingis",3102531,400899500,1,0,2017,18,7,0,17,7,0.411764705882353,-0.411764705882353
"6150","Kristaps Porzingis",3102531,400899508,0,0,2017,4,0,NA,4,0,0,NA
"6151","Kristaps Porzingis",3102531,400899523,3,1,2017,15,10,0.333333333333333,12,9,0.75,-0.416666666666667
"6152","Kristaps Porzingis",3102531,400899537,4,2,2017,18,10,0.5,14,8,0.571428571428571,-0.0714285714285714
"6153","Kristaps Porzingis",3102531,400899556,0,0,2017,15,7,NA,15,7,0.466666666666667,NA
"6154","Kristaps Porzingis",3102531,400899575,1,0,2017,15,5,0,14,5,0.357142857142857,-0.357142857142857
"6155","Kristaps Porzingis",3102531,400899581,1,0,2017,16,9,0,15,9,0.6,-0.6
"6156","Kristaps Porzingis",3102531,400899596,0,0,2017,16,8,NA,16,8,0.5,NA
"6157","Kristaps Porzingis",3102531,400899612,7,5,2017,22,13,0.714285714285714,15,8,0.533333333333333,0.180952380952381
"6158","Kristaps Porzingis",3102531,400899619,0,0,2017,16,7,NA,16,7,0.4375,NA
"6159","Kristaps Porzingis",3102531,400899643,2,0,2017,15,8,0,13,8,0.615384615384615,-0.615384615384615
"6160","Kristaps Porzingis",3102531,400899658,1,0,2017,23,13,0,22,13,0.590909090909091,-0.590909090909091
"6161","Kristaps Porzingis",3102531,400899678,0,0,2017,16,6,NA,16,6,0.375,NA
"6162","Kristaps Porzingis",3102531,400899691,0,0,2017,16,7,NA,16,7,0.4375,NA
"6163","Kristaps Porzingis",3102531,400899705,1,0,2017,20,9,0,19,9,0.473684210526316,-0.473684210526316
"6164","Kristaps Porzingis",3102531,400899721,0,0,2017,20,11,NA,20,11,0.55,NA
"6165","Kristaps Porzingis",3102531,400899727,0,0,2017,12,2,NA,12,2,0.166666666666667,NA
"6166","Kristaps Porzingis",3102531,400899744,0,0,2017,18,6,NA,18,6,0.333333333333333,NA
"6167","Kristaps Porzingis",3102531,400899758,0,0,2017,15,6,NA,15,6,0.4,NA
"6168","Kristaps Porzingis",3102531,400899769,0,0,2017,15,5,NA,15,5,0.333333333333333,NA
"6169","Kristaps Porzingis",3102531,400899787,1,0,2017,19,6,0,18,6,0.333333333333333,-0.333333333333333
"6170","Kristaps Porzingis",3102531,400899802,0,0,2017,15,8,NA,15,8,0.533333333333333,NA
"6171","Kristaps Porzingis",3102531,400899814,2,1,2017,23,12,0.5,21,11,0.523809523809524,-0.0238095238095238
"6172","Kristaps Porzingis",3102531,400899830,0,0,2017,13,4,NA,13,4,0.307692307692308,NA
"6173","Kristaps Porzingis",3102531,400899846,0,0,2017,19,7,NA,19,7,0.368421052631579,NA
"6174","Kristaps Porzingis",3102531,400899863,1,0,2017,14,6,0,13,6,0.461538461538462,-0.461538461538462
"6175","Kristaps Porzingis",3102531,400899880,0,0,2017,11,5,NA,11,5,0.454545454545455,NA
"6176","Kristaps Porzingis",3102531,400899898,2,0,2017,16,9,0,14,9,0.642857142857143,-0.642857142857143
"6177","Kristaps Porzingis",3102531,400899920,0,0,2017,17,7,NA,17,7,0.411764705882353,NA
"6178","Kristaps Porzingis",3102531,400899937,1,0,2017,20,8,0,19,8,0.421052631578947,-0.421052631578947
"6179","Kristaps Porzingis",3102531,400899969,2,0,2017,14,9,0,12,9,0.75,-0.75
"6180","Kristaps Porzingis",3102531,400899973,0,0,2017,11,5,NA,11,5,0.454545454545455,NA
"6181","Kristaps Porzingis",3102531,400899989,0,0,2017,13,3,NA,13,3,0.230769230769231,NA
"6182","Kristaps Porzingis",3102531,400900001,0,0,2017,10,3,NA,10,3,0.3,NA
"6183","Kristaps Porzingis",3102531,400900059,0,0,2017,11,6,NA,11,6,0.545454545454545,NA
"6184","Kristaps Porzingis",3102531,400900075,1,0,2017,13,7,0,12,7,0.583333333333333,-0.583333333333333
"6185","Kristaps Porzingis",3102531,400900093,1,0,2017,11,3,0,10,3,0.3,-0.3
"6186","Kristaps Porzingis",3102531,400900109,0,0,2017,11,4,NA,11,4,0.363636363636364,NA
"6187","Kristaps Porzingis",3102531,400900120,4,3,2017,11,8,0.75,7,5,0.714285714285714,0.0357142857142857
"6188","Kristaps Porzingis",3102531,400900132,0,0,2017,14,6,NA,14,6,0.428571428571429,NA
"6189","Kristaps Porzingis",3102531,400900164,0,0,2017,10,3,NA,10,3,0.3,NA
"6190","Kristaps Porzingis",3102531,400900173,1,0,2017,14,5,0,13,5,0.384615384615385,-0.384615384615385
"6191","Kristaps Porzingis",3102531,400900196,3,1,2017,19,10,0.333333333333333,16,9,0.5625,-0.229166666666667
"6192","Kristaps Porzingis",3102531,400900205,0,0,2017,14,7,NA,14,7,0.5,NA
"6193","Kristaps Porzingis",3102531,400900222,0,0,2017,10,4,NA,10,4,0.4,NA
"6194","Kristaps Porzingis",3102531,400900251,0,0,2017,13,4,NA,13,4,0.307692307692308,NA
"6195","Kristaps Porzingis",3102531,400900259,0,0,2017,10,4,NA,10,4,0.4,NA
"6196","Kristaps Porzingis",3102531,400900304,0,0,2017,12,6,NA,12,6,0.5,NA
"6197","Kristaps Porzingis",3102531,400900323,0,0,2017,21,9,NA,21,9,0.428571428571429,NA
"6198","Kristaps Porzingis",3102531,400900330,3,2,2017,12,6,0.666666666666667,9,4,0.444444444444444,0.222222222222222
"6199","Kristaps Porzingis",3102531,400900347,0,0,2017,15,5,NA,15,5,0.333333333333333,NA
"6200","Kristaps Porzingis",3102531,400900370,0,0,2017,16,7,NA,16,7,0.4375,NA
"6201","Kristaps Porzingis",3102531,400900381,2,1,2017,16,7,0.5,14,6,0.428571428571429,0.0714285714285715
"6202","Kristaps Porzingis",3102531,400900396,0,0,2017,17,5,NA,17,5,0.294117647058824,NA
"6203","Kristaps Porzingis",3102531,400900445,4,3,2017,16,9,0.75,12,6,0.5,0.25
"6204","Kristaps Porzingis",3102531,400900461,0,0,2017,17,8,NA,17,8,0.470588235294118,NA
"6205","Kristaps Porzingis",3102531,400900466,1,0,2017,21,8,0,20,8,0.4,-0.4
"6206","Kristaps Porzingis",3102531,400900480,0,0,2017,8,3,NA,8,3,0.375,NA
"6207","Kristaps Porzingis",3102531,400900493,3,1,2017,16,10,0.333333333333333,13,9,0.692307692307692,-0.358974358974359
"6208","Kristaps Porzingis",3102531,400900510,0,0,2017,13,6,NA,13,6,0.461538461538462,NA
"6209","Kristaps Porzingis",3102531,400900528,1,0,2017,18,10,0,17,10,0.588235294117647,-0.588235294117647
"6210","Kyrie Irving",6442,400899369,0,0,2017,18,5,NA,18,5,0.277777777777778,NA
"6211","Kyrie Irving",6442,400899375,3,2,2017,22,12,0.666666666666667,19,10,0.526315789473684,0.140350877192982
"6212","Kyrie Irving",6442,400899395,0,0,2017,19,8,NA,19,8,0.421052631578947,NA
"6213","Kyrie Irving",6442,400899429,0,0,2017,23,10,NA,23,10,0.434782608695652,NA
"6214","Kyrie Irving",6442,400899432,3,2,2017,19,10,0.666666666666667,16,8,0.5,0.166666666666667
"6215","Kyrie Irving",6442,400899471,0,0,2017,20,5,NA,20,5,0.25,NA
"6216","Kyrie Irving",6442,400899479,1,0,2017,18,7,0,17,7,0.411764705882353,-0.411764705882353
"6217","Kyrie Irving",6442,400899497,0,0,2017,19,10,NA,19,10,0.526315789473684,NA
"6218","Kyrie Irving",6442,400899518,2,1,2017,18,9,0.5,16,8,0.5,0
"6219","Kyrie Irving",6442,400899530,0,0,2017,17,3,NA,17,3,0.176470588235294,NA
"6220","Kyrie Irving",6442,400899550,3,1,2017,27,11,0.333333333333333,24,10,0.416666666666667,-0.0833333333333334
"6221","Kyrie Irving",6442,400899572,0,0,2017,23,11,NA,23,11,0.478260869565217,NA
"6222","Kyrie Irving",6442,400899590,2,0,2017,17,8,0,15,8,0.533333333333333,-0.533333333333333
"6223","Kyrie Irving",6442,400899603,1,1,2017,20,10,1,19,9,0.473684210526316,0.526315789473684
"6224","Kyrie Irving",6442,400899610,3,2,2017,20,10,0.666666666666667,17,8,0.470588235294118,0.196078431372549
"6225","Kyrie Irving",6442,400899625,3,1,2017,15,11,0.333333333333333,12,10,0.833333333333333,-0.5
"6226","Kyrie Irving",6442,400899665,3,2,2017,15,8,0.666666666666667,12,6,0.5,0.166666666666667
"6227","Kyrie Irving",6442,400899677,8,7,2017,13,10,0.875,5,3,0.6,0.275
"6228","Kyrie Irving",6442,400899695,1,0,2017,27,14,0,26,14,0.538461538461538,-0.538461538461538
"6229","Kyrie Irving",6442,400899712,2,1,2017,12,5,0.5,10,4,0.4,0.1
"6230","Kyrie Irving",6442,400899728,1,0,2017,21,9,0,20,9,0.45,-0.45
"6231","Kyrie Irving",6442,400899747,4,2,2017,18,9,0.5,14,7,0.5,0
"6232","Kyrie Irving",6442,400899769,1,1,2017,17,9,1,16,8,0.5,0.5
"6233","Kyrie Irving",6442,400899780,1,0,2017,15,9,0,14,9,0.642857142857143,-0.642857142857143
"6234","Kyrie Irving",6442,400899791,0,0,2017,13,4,NA,13,4,0.307692307692308,NA
"6235","Kyrie Irving",6442,400899844,0,0,2017,17,8,NA,17,8,0.470588235294118,NA
"6236","Kyrie Irving",6442,400899865,0,0,2017,23,8,NA,23,8,0.347826086956522,NA
"6237","Kyrie Irving",6442,400899871,5,3,2017,17,11,0.6,12,8,0.666666666666667,-0.0666666666666667
"6238","Kyrie Irving",6442,400899886,0,0,2017,11,5,NA,11,5,0.454545454545455,NA
"6239","Kyrie Irving",6442,400899899,1,0,2017,27,11,0,26,11,0.423076923076923,-0.423076923076923
"6240","Kyrie Irving",6442,400899906,2,1,2017,20,8,0.5,18,7,0.388888888888889,0.111111111111111
"6241","Kyrie Irving",6442,400899930,4,2,2017,17,12,0.5,13,10,0.769230769230769,-0.269230769230769
"6242","Kyrie Irving",6442,400899968,2,1,2017,26,10,0.5,24,9,0.375,0.125
"6243","Kyrie Irving",6442,400899986,2,1,2017,20,10,0.5,18,9,0.5,0
"6244","Kyrie Irving",6442,400899997,0,0,2017,18,5,NA,18,5,0.277777777777778,NA
"6245","Kyrie Irving",6442,400900006,0,0,2017,16,4,NA,16,4,0.25,NA
"6246","Kyrie Irving",6442,400900020,1,0,2017,22,10,0,21,10,0.476190476190476,-0.476190476190476
"6247","Kyrie Irving",6442,400900040,0,0,2017,19,6,NA,19,6,0.315789473684211,NA
"6248","Kyrie Irving",6442,400900057,1,0,2017,20,10,0,19,10,0.526315789473684,-0.526315789473684
"6249","Kyrie Irving",6442,400900078,5,4,2017,22,13,0.8,17,9,0.529411764705882,0.270588235294118
"6250","Kyrie Irving",6442,400900092,4,2,2017,28,15,0.5,24,13,0.541666666666667,-0.0416666666666666
"6251","Kyrie Irving",6442,400900101,3,1,2017,19,9,0.333333333333333,16,8,0.5,-0.166666666666667
"6252","Kyrie Irving",6442,400900116,0,0,2017,17,10,NA,17,10,0.588235294117647,NA
"6253","Kyrie Irving",6442,400900133,2,0,2017,22,12,0,20,12,0.6,-0.6
"6254","Kyrie Irving",6442,400900143,1,0,2017,21,7,0,20,7,0.35,-0.35
"6255","Kyrie Irving",6442,400900174,1,0,2017,24,8,0,23,8,0.347826086956522,-0.347826086956522
"6256","Kyrie Irving",6442,400900188,3,2,2017,22,12,0.666666666666667,19,10,0.526315789473684,0.140350877192982
"6257","Kyrie Irving",6442,400900201,4,2,2017,18,11,0.5,14,9,0.642857142857143,-0.142857142857143
"6258","Kyrie Irving",6442,400900216,1,0,2017,24,10,0,23,10,0.434782608695652,-0.434782608695652
"6259","Kyrie Irving",6442,400900237,1,0,2017,27,10,0,26,10,0.384615384615385,-0.384615384615385
"6260","Kyrie Irving",6442,400900241,0,0,2017,17,7,NA,17,7,0.411764705882353,NA
"6261","Kyrie Irving",6442,400900259,4,2,2017,16,9,0.5,12,7,0.583333333333333,-0.0833333333333334
"6262","Kyrie Irving",6442,400900277,2,1,2017,25,13,0.5,23,12,0.521739130434783,-0.0217391304347826
"6263","Kyrie Irving",6442,400900290,1,0,2017,20,10,0,19,10,0.526315789473684,-0.526315789473684
"6264","Kyrie Irving",6442,400900308,6,5,2017,21,14,0.833333333333333,15,9,0.6,0.233333333333333
"6265","Kyrie Irving",6442,400900331,1,0,2017,25,11,0,24,11,0.458333333333333,-0.458333333333333
"6266","Kyrie Irving",6442,400900355,5,4,2017,22,11,0.8,17,7,0.411764705882353,0.388235294117647
"6267","Kyrie Irving",6442,400900372,1,0,2017,22,9,0,21,9,0.428571428571429,-0.428571428571429
"6268","Kyrie Irving",6442,400900384,2,1,2017,23,10,0.5,21,9,0.428571428571429,0.0714285714285715
"6269","Kyrie Irving",6442,400900394,2,0,2017,14,9,0,12,9,0.75,-0.75
"6270","Kyrie Irving",6442,400900409,2,1,2017,19,8,0.5,17,7,0.411764705882353,0.0882352941176471
"6271","Kyrie Irving",6442,400900438,7,5,2017,21,15,0.714285714285714,14,10,0.714285714285714,0
"6272","Kyrie Irving",6442,400900459,3,2,2017,22,11,0.666666666666667,19,9,0.473684210526316,0.192982456140351
"6273","Kyrie Irving",6442,400900468,2,1,2017,22,11,0.5,20,10,0.5,0
"6274","Kyrie Irving",6442,400900478,0,0,2017,23,8,NA,23,8,0.347826086956522,NA
"6275","Kyrie Irving",6442,400900494,1,0,2017,13,4,0,12,4,0.333333333333333,-0.333333333333333
"6276","Kyrie Irving",6442,400900517,0,0,2017,20,7,NA,20,7,0.35,NA
"6277","Kyrie Irving",6442,400900523,2,1,2017,16,11,0.5,14,10,0.714285714285714,-0.214285714285714
"6278","Kyrie Irving",6442,400900534,2,1,2017,15,10,0.5,13,9,0.692307692307692,-0.192307692307692
"6279","Kyrie Irving",6442,400900547,0,0,2017,18,7,NA,18,7,0.388888888888889,NA
"6280","Kyrie Irving",6442,400900557,2,0,2017,13,8,0,11,8,0.727272727272727,-0.727272727272727
"6281","Kyrie Irving",6442,400900575,2,0,2017,30,16,0,28,16,0.571428571428571,-0.571428571428571
"6282","Kyrie Irving",6442,400935635,3,2,2017,12,8,0.666666666666667,9,6,0.666666666666667,0
"6283","LaMarcus Aldridge",2983,400899374,5,2,2017,17,12,0.4,12,10,0.833333333333333,-0.433333333333333
"6284","LaMarcus Aldridge",2983,400899377,2,1,2017,20,10,0.5,18,9,0.5,0
"6285","LaMarcus Aldridge",2983,400899424,0,0,2017,13,5,NA,13,5,0.384615384615385,NA
"6286","LaMarcus Aldridge",2983,400899428,3,1,2017,16,11,0.333333333333333,13,10,0.769230769230769,-0.435897435897436
"6287","LaMarcus Aldridge",2983,400899437,0,0,2017,9,3,NA,9,3,0.333333333333333,NA
"6288","LaMarcus Aldridge",2983,400899482,0,0,2017,13,4,NA,13,4,0.307692307692308,NA
"6289","LaMarcus Aldridge",2983,400899503,0,0,2017,16,8,NA,16,8,0.5,NA
"6290","LaMarcus Aldridge",2983,400899527,1,0,2017,13,7,0,12,7,0.583333333333333,-0.583333333333333
"6291","LaMarcus Aldridge",2983,400899536,1,0,2017,13,7,0,12,7,0.583333333333333,-0.583333333333333
"6292","LaMarcus Aldridge",2983,400899564,1,0,2017,15,5,0,14,5,0.357142857142857,-0.357142857142857
"6293","LaMarcus Aldridge",2983,400899577,0,0,2017,14,6,NA,14,6,0.428571428571429,NA
"6294","LaMarcus Aldridge",2983,400899584,0,0,2017,13,5,NA,13,5,0.384615384615385,NA
"6295","LaMarcus Aldridge",2983,400899600,6,5,2017,14,8,0.833333333333333,8,3,0.375,0.458333333333333
"6296","LaMarcus Aldridge",2983,400899618,2,0,2017,16,8,0,14,8,0.571428571428571,-0.571428571428571
"6297","LaMarcus Aldridge",2983,400899632,2,1,2017,14,10,0.5,12,9,0.75,-0.25
"6298","LaMarcus Aldridge",2983,400899663,2,1,2017,17,8,0.5,15,7,0.466666666666667,0.0333333333333333
"6299","LaMarcus Aldridge",2983,400899675,0,0,2017,12,4,NA,12,4,0.333333333333333,NA
"6300","LaMarcus Aldridge",2983,400899690,0,0,2017,17,9,NA,17,9,0.529411764705882,NA
"6301","LaMarcus Aldridge",2983,400899714,1,0,2017,12,7,0,11,7,0.636363636363636,-0.636363636363636
"6302","LaMarcus Aldridge",2983,400899722,0,0,2017,9,2,NA,9,2,0.222222222222222,NA
"6303","LaMarcus Aldridge",2983,400899731,2,1,2017,14,8,0.5,12,7,0.583333333333333,-0.0833333333333334
"6304","LaMarcus Aldridge",2983,400899751,1,0,2017,14,7,0,13,7,0.538461538461538,-0.538461538461538
"6305","LaMarcus Aldridge",2983,400899761,0,0,2017,8,3,NA,8,3,0.375,NA
"6306","LaMarcus Aldridge",2983,400899778,0,0,2017,15,5,NA,15,5,0.333333333333333,NA
"6307","LaMarcus Aldridge",2983,400899795,3,2,2017,10,6,0.666666666666667,7,4,0.571428571428571,0.0952380952380952
"6308","LaMarcus Aldridge",2983,400899829,1,1,2017,11,6,1,10,5,0.5,0.5
"6309","LaMarcus Aldridge",2983,400899854,0,0,2017,15,6,NA,15,6,0.4,NA
"6310","LaMarcus Aldridge",2983,400899867,2,1,2017,15,6,0.5,13,5,0.384615384615385,0.115384615384615
"6311","LaMarcus Aldridge",2983,400899883,0,0,2017,13,5,NA,13,5,0.384615384615385,NA
"6312","LaMarcus Aldridge",2983,400899896,1,0,2017,18,7,0,17,7,0.411764705882353,-0.411764705882353
"6313","LaMarcus Aldridge",2983,400899900,9,8,2017,20,15,0.888888888888889,11,7,0.636363636363636,0.252525252525252
"6314","LaMarcus Aldridge",2983,400899924,7,6,2017,12,10,0.857142857142857,5,4,0.8,0.0571428571428571
"6315","LaMarcus Aldridge",2983,400899941,0,NA,2017,3,2,NA,3,NA,NA,NA
"6316","LaMarcus Aldridge",2983,400899964,4,2,2017,18,11,0.5,14,9,0.642857142857143,-0.142857142857143
"6317","LaMarcus Aldridge",2983,400899979,1,1,2017,9,5,1,8,4,0.5,0.5
"6318","LaMarcus Aldridge",2983,400900009,0,0,2017,11,5,NA,11,5,0.454545454545455,NA
"6319","LaMarcus Aldridge",2983,400900026,0,0,2017,14,6,NA,14,6,0.428571428571429,NA
"6320","LaMarcus Aldridge",2983,400900046,2,1,2017,20,12,0.5,18,11,0.611111111111111,-0.111111111111111
"6321","LaMarcus Aldridge",2983,400900060,1,0,2017,9,4,0,8,4,0.5,-0.5
"6322","LaMarcus Aldridge",2983,400900078,0,0,2017,14,7,NA,14,7,0.5,NA
"6323","LaMarcus Aldridge",2983,400900087,0,0,2017,19,8,NA,19,8,0.421052631578947,NA
"6324","LaMarcus Aldridge",2983,400900095,0,0,2017,14,6,NA,14,6,0.428571428571429,NA
"6325","LaMarcus Aldridge",2983,400900122,1,0,2017,20,6,0,19,6,0.315789473684211,-0.315789473684211
"6326","LaMarcus Aldridge",2983,400900138,0,0,2017,14,5,NA,14,5,0.357142857142857,NA
"6327","LaMarcus Aldridge",2983,400900148,1,0,2017,15,8,0,14,8,0.571428571428571,-0.571428571428571
"6328","LaMarcus Aldridge",2983,400900167,1,0,2017,10,4,0,9,4,0.444444444444444,-0.444444444444444
"6329","LaMarcus Aldridge",2983,400900182,0,0,2017,19,4,NA,19,4,0.210526315789474,NA
"6330","LaMarcus Aldridge",2983,400900187,0,0,2017,10,5,NA,10,5,0.5,NA
"6331","LaMarcus Aldridge",2983,400900206,1,0,2017,18,8,0,17,8,0.470588235294118,-0.470588235294118
"6332","LaMarcus Aldridge",2983,400900222,0,0,2017,16,5,NA,16,5,0.3125,NA
"6333","LaMarcus Aldridge",2983,400900230,0,0,2017,22,7,NA,22,7,0.318181818181818,NA
"6334","LaMarcus Aldridge",2983,400900240,3,2,2017,13,10,0.666666666666667,10,8,0.8,-0.133333333333333
"6335","LaMarcus Aldridge",2983,400900271,0,0,2017,15,5,NA,15,5,0.333333333333333,NA
"6336","LaMarcus Aldridge",2983,400900280,2,0,2017,14,8,0,12,8,0.666666666666667,-0.666666666666667
"6337","LaMarcus Aldridge",2983,400900312,0,0,2017,19,10,NA,19,10,0.526315789473684,NA
"6338","LaMarcus Aldridge",2983,400900320,0,0,2017,24,8,NA,24,8,0.333333333333333,NA
"6339","LaMarcus Aldridge",2983,400900337,0,0,2017,10,4,NA,10,4,0.4,NA
"6340","LaMarcus Aldridge",2983,400900357,2,1,2017,14,8,0.5,12,7,0.583333333333333,-0.0833333333333334
"6341","LaMarcus Aldridge",2983,400900406,0,0,2017,24,9,NA,24,9,0.375,NA
"6342","LaMarcus Aldridge",2983,400900428,2,0,2017,18,9,0,16,9,0.5625,-0.5625
"6343","LaMarcus Aldridge",2983,400900437,1,0,2017,13,8,0,12,8,0.666666666666667,-0.666666666666667
"6344","LaMarcus Aldridge",2983,400900451,4,3,2017,24,12,0.75,20,9,0.45,0.3
"6345","LaMarcus Aldridge",2983,400900465,2,0,2017,16,10,0,14,10,0.714285714285714,-0.714285714285714
"6346","LaMarcus Aldridge",2983,400900480,0,0,2017,21,9,NA,21,9,0.428571428571429,NA
"6347","LaMarcus Aldridge",2983,400900494,2,1,2017,11,4,0.5,9,3,0.333333333333333,0.166666666666667
"6348","LaMarcus Aldridge",2983,400900513,2,1,2017,14,7,0.5,12,6,0.5,0
"6349","LaMarcus Aldridge",2983,400900530,0,0,2017,14,5,NA,14,5,0.357142857142857,NA
"6350","LaMarcus Aldridge",2983,400900539,0,0,2017,12,6,NA,12,6,0.5,NA
"6351","LaMarcus Aldridge",2983,400900548,0,0,2017,11,4,NA,11,4,0.363636363636364,NA
"6352","LaMarcus Aldridge",2983,400900571,2,1,2017,17,9,0.5,15,8,0.533333333333333,-0.0333333333333333
"6353","LaMarcus Aldridge",2983,400900587,0,0,2017,8,5,NA,8,5,0.625,NA
"6354","LaMarcus Aldridge",2983,400900605,2,0,2017,14,9,0,12,9,0.75,-0.75
"6355","LeBron James",1966,400899369,4,2,2017,14,11,0.5,10,9,0.9,-0.4
"6356","LeBron James",1966,400899375,1,0,2017,14,9,0,13,9,0.692307692307692,-0.692307692307692
"6357","LeBron James",1966,400899395,0,0,2017,14,5,NA,14,5,0.357142857142857,NA
"6358","LeBron James",1966,400899411,1,0,2017,21,9,0,20,9,0.45,-0.45
"6359","LeBron James",1966,400899429,2,0,2017,16,7,0,14,7,0.5,-0.5
"6360","LeBron James",1966,400899432,0,0,2017,21,10,NA,21,10,0.476190476190476,NA
"6361","LeBron James",1966,400899471,4,1,2017,29,16,0.25,25,15,0.6,-0.35
"6362","LeBron James",1966,400899479,0,0,2017,16,7,NA,16,7,0.4375,NA
"6363","LeBron James",1966,400899497,0,0,2017,12,6,NA,12,6,0.5,NA
"6364","LeBron James",1966,400899518,3,1,2017,22,12,0.333333333333333,19,11,0.578947368421053,-0.245614035087719
"6365","LeBron James",1966,400899530,0,0,2017,23,9,NA,23,9,0.391304347826087,NA
"6366","LeBron James",1966,400899550,1,0,2017,17,8,0,16,8,0.5,-0.5
"6367","LeBron James",1966,400899572,4,3,2017,18,9,0.75,14,6,0.428571428571429,0.321428571428571
"6368","LeBron James",1966,400899590,0,0,2017,21,8,NA,21,8,0.380952380952381,NA
"6369","LeBron James",1966,400899603,2,0,2017,15,10,0,13,10,0.769230769230769,-0.769230769230769
"6370","LeBron James",1966,400899625,1,0,2017,14,9,0,13,9,0.692307692307692,-0.692307692307692
"6371","LeBron James",1966,400899665,1,1,2017,21,11,1,20,10,0.5,0.5
"6372","LeBron James",1966,400899677,2,1,2017,13,6,0.5,11,5,0.454545454545455,0.0454545454545455
"6373","LeBron James",1966,400899695,1,0,2017,19,9,0,18,9,0.5,-0.5
"6374","LeBron James",1966,400899712,3,1,2017,16,8,0.333333333333333,13,7,0.538461538461538,-0.205128205128205
"6375","LeBron James",1966,400899728,3,1,2017,22,13,0.333333333333333,19,12,0.631578947368421,-0.298245614035088
"6376","LeBron James",1966,400899747,2,0,2017,26,12,0,24,12,0.5,-0.5
"6377","LeBron James",1966,400899769,5,4,2017,10,7,0.8,5,3,0.6,0.2
"6378","LeBron James",1966,400899780,2,0,2017,22,12,0,20,12,0.6,-0.6
"6379","LeBron James",1966,400899791,4,3,2017,24,17,0.75,20,14,0.7,0.05
"6380","LeBron James",1966,400899810,1,0,2017,17,9,0,16,9,0.5625,-0.5625
"6381","LeBron James",1966,400899844,1,0,2017,18,9,0,17,9,0.529411764705882,-0.529411764705882
"6382","LeBron James",1966,400899865,3,1,2017,25,12,0.333333333333333,22,11,0.5,-0.166666666666667
"6383","LeBron James",1966,400899871,3,2,2017,24,12,0.666666666666667,21,10,0.476190476190476,0.19047619047619
"6384","LeBron James",1966,400899886,1,0,2017,16,7,0,15,7,0.466666666666667,-0.466666666666667
"6385","LeBron James",1966,400899899,0,0,2017,22,12,NA,22,12,0.545454545454545,NA
"6386","LeBron James",1966,400899930,1,0,2017,18,9,0,17,9,0.529411764705882,-0.529411764705882
"6387","LeBron James",1966,400899947,2,1,2017,25,12,0.5,23,11,0.478260869565217,0.0217391304347826
"6388","LeBron James",1966,400899953,0,0,2017,21,12,NA,21,12,0.571428571428571,NA
"6389","LeBron James",1966,400899968,4,2,2017,20,14,0.5,16,12,0.75,-0.25
"6390","LeBron James",1966,400899986,4,3,2017,17,11,0.75,13,8,0.615384615384615,0.134615384615385
"6391","LeBron James",1966,400899997,3,1,2017,20,10,0.333333333333333,17,9,0.529411764705882,-0.196078431372549
"6392","LeBron James",1966,400900006,1,0,2017,12,5,0,11,5,0.454545454545455,-0.454545454545455
"6393","LeBron James",1966,400900020,0,0,2017,12,6,NA,12,6,0.5,NA
"6394","LeBron James",1966,400900040,0,0,2017,18,6,NA,18,6,0.333333333333333,NA
"6395","LeBron James",1966,400900057,2,1,2017,12,8,0.5,10,7,0.7,-0.2
"6396","LeBron James",1966,400900078,6,4,2017,16,11,0.666666666666667,10,7,0.7,-0.0333333333333333
"6397","LeBron James",1966,400900092,3,2,2017,21,11,0.666666666666667,18,9,0.5,0.166666666666667
"6398","LeBron James",1966,400900101,2,1,2017,15,8,0.5,13,7,0.538461538461538,-0.0384615384615384
"6399","LeBron James",1966,400900116,6,4,2017,18,13,0.666666666666667,12,9,0.75,-0.0833333333333334
"6400","LeBron James",1966,400900133,0,0,2017,18,9,NA,18,9,0.5,NA
"6401","LeBron James",1966,400900143,2,0,2017,19,9,0,17,9,0.529411764705882,-0.529411764705882
"6402","LeBron James",1966,400900164,5,3,2017,20,12,0.6,15,9,0.6,0
"6403","LeBron James",1966,400900174,3,1,2017,18,12,0.333333333333333,15,11,0.733333333333333,-0.4
"6404","LeBron James",1966,400900188,1,0,2017,16,9,0,15,9,0.6,-0.6
"6405","LeBron James",1966,400900201,0,0,2017,19,8,NA,19,8,0.421052631578947,NA
"6406","LeBron James",1966,400900216,1,0,2017,16,11,0,15,11,0.733333333333333,-0.733333333333333
"6407","LeBron James",1966,400900237,5,4,2017,14,10,0.8,9,6,0.666666666666667,0.133333333333333
"6408","LeBron James",1966,400900241,5,4,2017,17,12,0.8,12,8,0.666666666666667,0.133333333333333
"6409","LeBron James",1966,400900259,1,0,2017,11,7,0,10,7,0.7,-0.7
"6410","LeBron James",1966,400900290,4,2,2017,12,8,0.5,8,6,0.75,-0.25
"6411","LeBron James",1966,400900308,3,1,2017,27,14,0.333333333333333,24,13,0.541666666666667,-0.208333333333333
"6412","LeBron James",1966,400900331,2,1,2017,22,11,0.5,20,10,0.5,0
