"","player","athlete_id_1","game_id","n_opportunities","n_opportunity_makes","season_end","total_shots","total_makes","opp_pct","other_attempts","other_makes","other_pct","diff","id","null_mean","null_median","null_sd","p_value","z_score","adj_diff"
"1","Al Horford",3213,400827888,2,1,2016,11,6,0.5,9,5,0.555555555555556,-0.0555555555555556,1,-0.288342247975633,-0.6,0.37069415579268,0.460218408736349,0.627975080757058,0.232786692420078
"2","Al Horford",3213,400827906,3,1,2016,18,9,0.333333333333333,15,8,0.533333333333333,-0.2,2,-0.224095462088991,-0.2,0.344533454939887,0.501854140914709,0.0699364945363429,0.0240954620889908
"3","Al Horford",3213,400827913,3,2,2016,15,8,0.666666666666667,12,6,0.5,0.166666666666667,3,-0.248009409807879,-0.571428571428571,0.366280947007113,0.216836734693878,1.13212570804698,0.414676076474546
"4","Al Horford",3213,400827926,1,0,2016,14,7,0,13,7,0.538461538461538,-0.538461538461538,4,-0.271730476524997,-0.538461538461538,0.354365222991882,0.945205479452055,-0.752701011923655,-0.266731061936541
"5","Al Horford",3213,400827942,2,1,2016,15,7,0.5,13,6,0.461538461538462,0.0384615384615384,5,-0.24676398420117,-0.5,0.34714596905236,0.368509212730318,0.821629942704847,0.285225522662709
"6","Al Horford",3213,400827949,2,2,2016,9,7,1,7,5,0.714285714285714,0.285714285714286,6,-0.188385210199188,-0.166666666666667,0.394455066663519,0.196300102774923,1.20191001708667,0.474099495913473
"7","Al Horford",3213,400827968,0,0,2016,14,6,NA,14,6,0.428571428571429,NA,7,-0.259135440031666,-0.461538461538462,0.315749767121449,NA,NA,NA
"8","Al Horford",3213,400827973,0,0,2016,13,5,NA,13,5,0.384615384615385,NA,8,-0.277459661550571,-0.416666666666667,0.279972384620043,NA,NA,NA
"9","Al Horford",3213,400827988,0,0,2016,14,4,NA,14,4,0.285714285714286,NA,9,-0.236290936785986,-0.307692307692308,0.201645168346847,NA,NA,NA
"10","Al Horford",3213,400828004,4,2,2016,14,10,0.5,10,8,0.8,-0.3,10,-0.147713330711319,-0.0833333333333334,0.323573703436326,0.787726358148893,-0.470639819217105,-0.152286669288681
