"player","athlete_id_1","game_id","n_opportunities","n_opportunity_makes"
"Andrew Wiggins",3059319,401266797,0,0
"Andrew Wiggins",3059319,401266805,0,0
"Andrew Wiggins",3059319,401267198,1,0
"Andrew Wiggins",3059319,401267207,2,1
"Andrew Wiggins",3059319,401267238,0,0
"Andrew Wiggins",3059319,401267252,0,0
"Andrew Wiggins",3059319,401267261,0,0
"Andrew Wiggins",3059319,401267276,4,3
"Andrew Wiggins",3059319,401267290,0,0
"Andrew Wiggins",3059319,401267308,2,0
"Andrew Wiggins",3059319,401267323,0,0
"Andrew Wiggins",3059319,401267337,0,0
"Andrew Wiggins",3059319,401267372,2,1
"Andrew Wiggins",3059319,401267383,0,0
"Andrew Wiggins",3059319,401267388,3,2
"Andrew Wiggins",3059319,401267402,2,1
"Andrew Wiggins",3059319,401267426,1,0
"Andrew Wiggins",3059319,401267443,2,1
"Andrew Wiggins",3059319,401267446,0,0
"Andrew Wiggins",3059319,401267465,2,0
"Andrew Wiggins",3059319,401267486,0,0
"Andrew Wiggins",3059319,401267499,1,0
"Andrew Wiggins",3059319,401267520,4,3
"Andrew Wiggins",3059319,401267531,0,0
"Andrew Wiggins",3059319,401267538,0,0
"Andrew Wiggins",3059319,401267553,1,0
"Andrew Wiggins",3059319,401267569,1,0
"Andrew Wiggins",3059319,401267584,0,0
"Andrew Wiggins",3059319,401267603,1,0
"Andrew Wiggins",3059319,401267609,3,2
"Andrew Wiggins",3059319,401267619,1,0
"Andrew Wiggins",3059319,401267643,1,0
"Andrew Wiggins",3059319,401267649,0,0
"Andrew Wiggins",3059319,401267671,1,0
"Andrew Wiggins",3059319,401267687,0,0
"Andrew Wiggins",3059319,401267710,0,0
"Andrew Wiggins",3059319,401283400,0,0
"Andrew Wiggins",3059319,401307359,0,0
"Andrew Wiggins",3059319,401307378,3,1
"Andrew Wiggins",3059319,401307393,1,0
"Andrew Wiggins",3059319,401307407,2,1
"Andrew Wiggins",3059319,401307423,6,5
"Andrew Wiggins",3059319,401307429,0,0
"Andrew Wiggins",3059319,401307454,2,1
"Andrew Wiggins",3059319,401307471,2,1
"Andrew Wiggins",3059319,401307481,2,1
"Andrew Wiggins",3059319,401307505,1,0
"Andrew Wiggins",3059319,401307524,4,3
"Andrew Wiggins",3059319,401307531,3,2
"Andrew Wiggins",3059319,401307550,1,0
"Andrew Wiggins",3059319,401307566,1,0
"Andrew Wiggins",3059319,401307591,1,0
"Andrew Wiggins",3059319,401307596,3,1
"Andrew Wiggins",3059319,401307616,1,0
"Andrew Wiggins",3059319,401307632,0,0
"Andrew Wiggins",3059319,401307637,3,2
